id;medio;ola;anexo;poblado;bienestar;corona;edad;sexo;origen;estado.civil;religion;jefehogar;vinculo.jefe;educ;educ.hoy;educ.hoy.tipo;personas.hogar;joven.estudiando.hogar;tiempo.escuela;tiempo.salud;trabaja.fuera.hogar;tiempo.trabajo;agua.potable;electricidad;internet.fijo;empleo;empleado.act.agropecuarias;empleado.no.agropecuario;cp.act.agropecuaria;cp.act.no.agropecuaria;jornalero;patron.agrop;patron.no.agrop;empl.domestico;empl.gob;empl.principal;pago.justo;lab.no.remuneradas;act.no.remuneradas;vivir.bien;juventud.aporta;educ.formal.trabajo;condiciones.prod.agricola;trabajo.infantil;empleo.calidad;capacidades.humanas;nuevos.empleos;acceso.tecnologia;preocupacion.alimentos;alimentacion.saludable;comido.menos;querer.estudiar;educacion.sirve;acceso.educacion;vida.saludable;acceso.salud;salud.mental;acceso.transporte;caminos;vivienda.apropiada;acceso.internet;cobertura.internet;sistema.salud;decisiones.economicas;labores.hogar;comunidad.valora;mujeres.violencia;mujer.trabaja;mismo.trabajo;salud.reproductiva;mismas.oportunidades;igual.salario;servicios.salud;transporte;act.comunitarias;trato.trabajo;trato.fam;caminar.solo;apoyo.comunidad;tiempo.familia;visiones;espacios.abiertos;juventud.participa;juventud.surge;municipios.trabajan;instituciones.presentes;comunicacion.autoridades;empresa.aporta.bienestar;estado.dialogante;empresa.dialogante;soluciones.colectivas;confianza.familia;confianza.municipalidad;confianza.gobernadores;confianza.jueces;confianza.policia;confianza.vecinos;confianza.com.campesinas;confianza.empresa;participa.org.local;org.local;valoran.formas.vida;intercambian.saberes;recursos.distribuyen.equitativa;politicas.reconocen.comunidades;condicion.bosques;condicion.tierra;condicion.rios;condicion.aire;condicion.mar;prod.respeta.ambiente;prod.adecuada.salud;tiempo.descanso;espacios.recreativos;disfrutan.naturaleza;preocupacion.mediambiente
313;Presencial;Ola 1;;Vichayal;Buena;Ni mucho ni poco;60;Hombre;Mestizo/a;Casado/a;NA;Si;;Profesional o tecnico;No;;7;Si;00:05:00.000-05:00;00:05:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De manera compartida;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Bueno;Regular;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;Confia;Confia;No confia;Si;Junta vecinal;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Regular;Regular;Mala;Mala;Mala;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo
314;Presencial;Ola 1;;;Muy Buena;Mucho;42;Hombre;Mestizo/a;Union libre;NA;Si;;Secundaria;No;;3;Si;00:10:00.000-05:00;00:15:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;En desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Si;No;Si;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Usted;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Regular;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;Confia;No confia;No;;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Regular;Buena;Mala;Regular;Mala;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
315;Presencial;Ola 1;;;Mala;Ni mucho ni poco;60;Hombre;Mestizo/a;Casado/a;NA;Si;;Secundaria;No;;7;No;;00:05:00.000-05:00;No;;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Usted;De algunas tareas;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Malo;Bueno;Bueno;Bueno;Muy bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;No confia ni mucho ni poco;Confia mucho;Confia mucho;No confia;Si;Comunidad campesina;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Mala;Mala;Mala;Muy mala;Mala;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo
316;Presencial;Ola 1;;;Regular;Mucho;41;Hombre;Mestizo/a;Casado/a;NA;Si;;Profesional o tecnico;No;;9;Si;00:10:00.000-05:00;00:05:00.000-05:00;Si;00:15:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;En desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Si;No;Si;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy malo;Bueno;Regular;Malo;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;Confia poco;Confia poco;Confia poco;Confia;Confia;Confia;Confia poco;Si;Juveco;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Mala;Mala;Mala;Muy mala;Mala;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo
317;Presencial;Ola 1;;;Regular;Mucho;29;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;5;No;;00:05:00.000-05:00;Si;00:40:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;En desacuerdo;No;NA;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Si;No;Si;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De manera compartida;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy malo;Bueno;Bueno;Regular;Bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;NA;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;Confia poco;Confia poco;Confia poco;No confia ni mucho ni poco;Confia;Confia;No confia;No;;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Mala;Mala;Mala;Mala;Mala;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
318;Presencial;Ola 1;;;Regular;Mucho;29;Mujer;Mestizo/a;Casado/a;NA;No;Conyuge o pareja;Secundaria;No;;5;No;;00:05:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Si;Tareas domesticas;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Si;No;Si;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De manera compartida;De todas las tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy malo;Bueno;Bueno;Bueno;Bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;Confia poco;Confia poco;Confia poco;Confia;Confia;No confia ni mucho ni poco;Confia poco;No;;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Mala;Mala;Muy mala;Muy mala;Mala;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
319;Presencial;Ola 1;;Miramar ;Regular;Demasiado;61;Mujer;Mestizo/a;Casado/a;NA;Si;;Primaria;No;;4;Si;00:15:00.000-05:00;00:02:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;No;No;No;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;De manera compartida;De ninguna tarea;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Malo;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia;No confia;No confia;No confia;Confia;Confia;No confia;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Buena;Buena;Buena;Buena;Buena;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo
320;Presencial;Ola 1;;Miramar ;Regular;Mucho;28;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;4;No;;00:05:00.000-05:00;Si;00:45:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De manera compartida;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;NS/NR;De acuerdo;De acuerdo;Muy malo;Bueno;Bueno;Bueno;Bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia;Confia poco;Confia poco;No confia ni mucho ni poco;Confia;Confia;No confia;No;;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Mala;Mala;Mala;Mala;Mala;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo
321;Presencial;Ola 1;;;Regular;Mucho;42;Mujer;Mestizo/a;Casado/a;NA;Si;;Profesional o tecnico;No;;4;Si;00:10:00.000-05:00;00:10:00.000-05:00;Si;00:15:00.000-05:00;Si;Si;No;Si;0;0;1;0;0;0;0;0;0;Trabajador/a por cuenta propia en actividades agropecuarias;En desacuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;Si;No;No;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De manera compartida;De todas las tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy malo;Bueno;Regular;Regular;Muy bueno;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;Confia;No confia;Si;Juntas vecinales ;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Regular;Regular;Mala;Mala;Mala;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo
322;Presencial;Ola 1;;Miramar ;Buena;Demasiado;44;Mujer;Mestizo/a;Union libre;NA;No;Conyuge o pareja;Secundaria;No;;6;Si;00:10:00.000-05:00;00:12:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Si;No;No;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;De manera compartida;De todas las tareas;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Malo;Regular;Bueno;NS/NR;Muy bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia;Confia poco;Confia poco;Confia poco;Confia;No confia ni mucho ni poco;No confia;No;;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Mala;Mala;Mala;Muy mala;Mala;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
323;Presencial;Base;Miramar;Miramar ;Regular;Poco;40;Mujer;Mestizo/a;Union libre;NA;No;Conyuge o pareja;Profesional o tecnico;No;;5;Si;00:05:00.000-05:00;00:05:00.000-05:00;Si;00:20:00.000-05:00;Si;Si;Si;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;Ni de acuerdo ni en desacuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;No;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;De manera compartida;De todas las tareas;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Regular;Regular;Regular;Bueno;Bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Regular;Regular;Regular;Regular;Regular;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
324;Presencial;Ola 1;Vichayal;Vichayal;Regular;Poco;30;Hombre;Mestizo/a;Soltero/a;NA;No;Hermano/a;Profesional o tecnico;No;;4;No;;00:00:00.000-05:00;Si;00:10:00.000-05:00;Si;Si;No;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;Ni de acuerdo ni en desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy malo;Malo;Regular;Regular;Bueno;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Buena;Buena;Buena;Buena;Buena;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
325;Presencial;Ola 1;Vichayal;Vichayal;Regular;Poco;35;Mujer;Negro/a o afrodescendiente;Separado/a;NA;Si;;Primaria;No;;5;Si;00:15:00.000-05:00;00:10:00.000-05:00;Si;00:15:00.000-05:00;Si;Si;No;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;Ni de acuerdo ni en desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;NS/NR;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;No;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Usted;De todas las tareas;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Regular;Regular;Regular;NA;Bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Confia;Confia poco;Confia poco;Confia poco;Confia poco;Confia poco;Confia poco;No confia;No;;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Mala;Regular;Mala;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
326;Presencial;Ola 1;Vichayal;Vichayal;Regular;Poco;29;Hombre;Mestizo/a;Union libre;NA;Si;;Profesional o tecnico;No;;3;Si;00:05:00.000-05:00;00:10:00.000-05:00;Si;00:10:00.000-05:00;Si;Si;Si;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;Ni de acuerdo ni en desacuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;NA;NS/NR;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;No;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;De manera compartida;De ninguna tarea;Ni de acuerdo ni en desacuerdo;NS/NR;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Regular;Bueno;NA;Regular;Muy bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia;No confia;Confia poco;No confia;No confia;No confia;No confia;No;;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Buena;Buena;Buena;Buena;Buena;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo
327;Presencial;Ola 1;Las Valencias;Miramar ;Regular;Poco;48;Hombre;Mestizo/a;Union libre;NA;Si;;Secundaria;No;;4;Si;00:15:00.000-05:00;00:15:00.000-05:00;Si;00:10:00.000-05:00;Si;Si;No;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;Ni de acuerdo ni en desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;NS/NR;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;No;No;No;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;NS/NR;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Bueno;Bueno;Regular;Bueno;Muy bueno;De acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;No confia ni mucho ni poco;Confia poco;No;;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Regular;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
